language = Spanish
locales = SP
fallback = Francais


# Spanish localization Salvoxea 
# Kubifaktorium.v11.7.2022


MainMenu.NewCampaign  = Nueva campaña
ObjectType.Fox  =  Zorro
ObjectType.FrogLava  =  Rana de magma
ObjectType.FrogLava.Desc  =  Este anfibio es sorprendentemente resistente al calor.
ObjectType.LotusBlue  =  Capullos de loto azul
ObjectType.LotusBlue.Desc  =  Comparado con el sol en la mitología egipcia, ya que se abre por la mañana y se cierra por la noche.
ObjectType.LotusBlueBig  =  Loto azul
ObjectType.LotusBlueBig.Desc  =  Esta planta sagrada se usaba en rituales en el antiguo Egipto.
ObjectType.Monkey  =  mono capuchino
ObjectType.Monkey.Desc  =  Este mono arbóreo pasa su tiempo buscando comida y solo se detiene para su siesta del mediodía.
ObjectType.MonkeyBig  =  Gorila
ObjectType.MonkeyBig.Desc  =  Estos primates terrestres del bosque comparten más del 95% de su ADN con los humanos.
ObjectType.RabbitDesert  =  liebre del desierto
ObjectType.RabbitDesert.Desc  =  Este roedor vive en zonas semidesérticas. Estaba representado por jeroglíficos.
ObjectType.RabbitGrass  =  Conejo de las llanuras
ObjectType.RabbitGrass.Desc  =  Salta alegremente mientras permanece alerta a posibles depredadores.
ObjectType.RabbitLava  =  Conejito volcán
ObjectType.RabbitLava.Desc  =  Esta especie de conejo se puede reconocer por sus orejas pequeñas y redondeadas y sus patas cortas.
ObjectType.RabbitSnow  =  Conejito de la nieve
ObjectType.RabbitSnow.Desc  =  Casi invisible en la nieve, ¡qué camuflaje!
ObjectType.SnakeDesert  =  Serpiente de cascabel
ObjectType.SnakeDesert.Desc  =  Esta serpiente tiene un matraca al final de la cola que se utiliza para disuadir a los depredadores.
ObjectType.SnakeLava  =  Serpiente de lava
ObjectType.SnakeLava.Desc  =  En la mitología, la serpiente representa la doble expresión del bien y del mal.
ObjectType.StumpCacaoTree  =  Variedad de cacao
ObjectType.StumpCacaoTree.Desc  = Variedad de cacao
ObjectType.StumpCarbonizedKoaTree  =  Tocón de árbol de koa
ObjectType.StumpCarbonizedKoaTree.Desc  =  Tocón de árbol de koa
ObjectType.StumpCorniTree  =  Cepa de abeto
ObjectType.StumpCorniTree.Desc  =  Cepa de abeto
ObjectType.StumpJoshuaTree  =  Tocón de árbol de Joshué
ObjectType.StumpJoshuaTree.Desc  =  Tocón de árbol de Joshué
ObjectType.StumpKoaTree  =  Tocón de árbol de koa
ObjectType.StumpKoaTree.Desc  =  Tocón de árbol de koa
ObjectType.StumpOak  =  Tocón de roble
ObjectType.StumpOak.Desc  =  Tocón de roble
ObjectType.StumpPlumTree  =  Tocón de ciruelo
ObjectType.StumpPlumTree.Desc  =  Tocón de ciruelo
ObjectType.WolfVolcano  =  Lobo
ObjectType.WolfVolcano.Desc  =  En la mitología turca, se pensaba que los lobos encarnaban a los antepasados ​​de su pueblo.
ObjectType.WolfVolcanoYoung  =  Cachorro
ObjectType.WolfVolcanoYoung.Desc  =  Los cachorros comienzan a jugar a pelear a las tres semanas de edad, pero solo con mordidas ligeras.
UI.RebindKeys  =  Cambiar atajos de teclado
UI.RebindKeys.Hint  =  Para cambiar las teclas de acceso rápido, inicie un juego y abra el menú del juego (por ejemplo, usando la tecla de escape).
UI.UpgradeAvailable  =  Actualización disponible.
UI.UpgradeAvailable.Desc  =  Este edificio se puede modernizar.

# 11.03.2021 
Campaign.Demo  =  Campaña de demostración
Campaign.Demo.Desc  =  Una breve campaña de prueba con 3 islas.
Campaign.Demo.Start.1  =  ¡Hola y bienvenidos a esta campaña!
Campaign.Random  =  Campaña aleatoria
Campaign.Random.Desc  =  Un breve viaje por todos los biomas. (Hasta que se complete el escenario)
Debug.clearcurrentobjectives  =  Borrar objetivos actuales
Modifier.CargoTier4.Name  =  Buque de carga de nivel 4
Modifier.ResourcesBasic2  =  Sólo recursos básicos (2).
Modifier.ResourcesBasic2.Name  =  Cantidad de recursos
Modifier.ResourcesBasic3  =  Sólo recursos básicos (3).
Modifier.ResourcesBasic3.Name  =  Cantidad de recursos
Objective.ClaimTerrain  =  Expandirse a un nuevo bioma.
Objective.ClaimTerrain.Desc  =  Expande tu territorio al nuevo bioma y construye una Hoguera allí.
ObjectType.ArcticFox  =  zorro polar
ObjectType.Deer  =  Ciervo
ObjectType.Ermine  =  Armiño
ObjectType.HealingRobot  =  robot sanador
ObjectType.Penguin  =  Pingüino
ObjectType.PenguinBaby  =  Pollito
ObjectType.PolarBear  =  Oso blanco
ObjectType.RangedCombatRobot2  =  robot catapulta
ObjectType.Reindeer  =  Reno
ObjectType.Seal  =  Sello
ObjectType.Walrus  =  Morsa
Scenario.MockupTier34  =  Prototipo de la misión 34
Scenario.MockupTier34.Desc  =  Misión de prueba.
Scenario.MockupTier34.Name  =  Niveles 3 + 4
Scenario.MockupTier4  =  Prototipo de misión 4
Scenario.MockupTier4.Desc  =  Misión de prueba.
Scenario.MockupTier4.Name  =  Nivel 4
Task.ClearStockpiles.Text  =  Resta $1 de $2.
UI.Armor  =  Armadura: $1
UI.ColorZone  =  Asignar zonas de color.
UI.ColorZone.Desc  =  Asigne manualmente colores a áreas específicas. También puedes usar Hogueras para elegir el color de los cuadrados vecinos. Usa zonas de colores para limitar a tus colonos a ciertas áreas y evitar que se muevan por el mapa.
UI.Continue  =  Continuar...
UI.Minipet  =  Elegir una mini mascota:
UI.ProductionLimit  =  Límite de producción
UI.ProductionLimit.Desc  =  Le permite limitar la producción de este taller. Establezca el límite en 0 para desactivar el límite.
UI.ProductionLimit.Text  =  Límite: $1 ($2)
UI.ProductionLimit.TextUnlimited  =  Ilimitado
UI.Train.Override  =  Ignorar señales
UI.Train.Override.Desc  =  Utilice esta función para desbloquear trenes que han estado atascados durante algún tiempo.

# 24.06.2021  
AutoWorkshop4.Desc  = 4.) Esperar a los talleres
Campaign.Real  =  Campaña principal
Message.EnemyLandAcquired  =  ¡Territorio enemigo obtenido!
Message.NewNeedTier  =  ¡Tus colonos han desarrollado necesidades más avanzadas!
Modifier.CargoTier4  =  Buque de carga nivel 4
Modifier.RecruitColonists2.Name  =  Colonos Reclutados (2)
Modifier.RecruitColonists3.Name  =  Colonos Reclutados (3)
Modifier.RecruitColonists4.Name  =  Colonos Reclutados (4)
Modifier.RecruitColonists5.Name  =  Colonos Reclutados (5)
Modifier.ShippingPortLogistics  =  Combinar el puerto de mercancías con el sistema logístico.
Modifier.ShippingPortLogistics.Intro  =  Este tutorial muestra cómo importar mercancías automáticamente al sistema de logística. Todo lo que necesitamos ya está construido, simplemente configúrelo correctamente.
Objective.ColonistsLowerLimit  =  Lleva al menos $3 colonos a la próxima isla. (actualmente: $2)
Objective.ColonistsLowerLimit.Desc  =  Debes llevar al menos $3 colon(es) a la siguiente isla. Puede cambiar qué colonos se establecerán allí en la pantalla de gestión de colonos.
Objective.ColonistsUpperLimit  =  No lleve más de $3 colonos y animales a la siguiente isla. (actualmente: $2)
Objective.ColonistsUpperLimit.Desc  =  No puedes llevar más de $3 colonos y animales a la siguiente isla. Puede cambiar qué colonos se establecerán allí en la pantalla de gestión de colonos.
Objective.Find  =  Encuentra $1.
Objective.Find.Desc  =  Encuentra un objeto de tipo $1 en el mapa.
Objective.GroveZone  =  Crea arboledas ($2/$3) y marca un área en tierra fértil. Asigne al menos $3 espacios a las arboledas.
Objective.HarbourLogisticsMode.Desc  =  Para activar el modo logística, elija $7 $5 y haga clic en el modo logística en la parte inferior derecha.
Objective.LinkShipToStockpile  =  Conecta el barco al área de Almace_namiento.
Objective.StationRequestFromLogisticsSystem  =  Establezca $7 $5 para "usar como área de Almace_namiento ".
Objective.StationRequestFromLogisticsSystem.Desc  =  Para habilitar esto, seleccione $7 $5 y haga clic en "usar como Almace_namiento " en la parte inferior derecha.
Objective.StockpileAcceptsAllTypes  =  Establecer área de Almace_namiento  para aceptar todos los activos
Objective.StockpileAcceptsAllTypes.Desc  =  Seleccione el área de Almace_namiento  y haga clic en el botón "aceptar todo" en la pestaña inferior derecha.
Objective.Upgrade  =  Actualice $7 a $1
Objective.Upgrade.Desc  =  Para actualizar $7 a $1, selecciónelo y presione el botón de actualización.
ObjectType.AncientIceRuins  =  ruinas antiguas
ObjectType.ArborBench  =  Cenador de flores
ObjectType.ArcticFox.Desc  =  Este zorro está adaptado a las regiones frías. La forma de su cuerpo es para preservar su calor corporal.
ObjectType.ArcticPoppy  =  amapola ártica
ObjectType.ArcticPoppy.Desc  =  Bien adaptado a climas severos, utiliza el polvo en el aire como fuente de nutrición.
ObjectType.Blackbird  =  Mirlo
ObjectType.Blackbird.Desc  =  Se consideraba sagrado pero destructivo en el folclore griego antiguo.
ObjectType.BlackSpruce  =  abeto negro
ObjectType.BlackSpruce.Desc  =  Un árbol de hoja perenne con agujas de color verde azulado adaptado a climas boreales.
ObjectType.BlueTit  =  alionín
ObjectType.BlueTit.Desc  =  La intensidad del amarillo en su abdomen proviene de las orugas que contienen carotenoides que comen.
ObjectType.BoatTier2  =  Galeón
ObjectType.BoatTier2.Desc  =  Te permite explorar aguas más peligrosas.
ObjectType.BoatTier2Stage1  =  Galeón (primera etapa)
ObjectType.BoatTier2Stage2  =  Galeón (2ª etapa)
ObjectType.BoatTier2Stage3  =  Galeón (3ra etapa)
ObjectType.BoatTier2Stage4  =  Galeón (completado)
ObjectType.Bonsai  =  bonsái
ObjectType.Chicken  = Pollo
ObjectType.Chicken.Desc  =  Que fue primero, la gallina o el huevo?
ObjectType.CopperBlank  =  proyecto de cobre
ObjectType.CopperBlank.Desc  =  El precursor de todo tipo de herramienta de cobre.
ObjectType.CopperHammer  =  martillo de cobre
ObjectType.CopperHammer.Desc  =  Los martillos se utilizan para producir bienes y construir edificios.
ObjectType.CopperPickaxe  =  pico de cobre
ObjectType.CopperPickaxe.Desc  =  Los picos se utilizan para extraer rocas, árboles y montañas.
ObjectType.CopperShovel  =  pala de cobre
ObjectType.CopperShovel.Desc  =  Las palas se utilizan para trabajos agrícolas.
ObjectType.DecoMushroom  =  Seta salvaje
ObjectType.Deer.Desc  =  El venado es un símbolo mítico que representa la conexión con los reinos sobrenaturales.
ObjectType.DeerBaby  =  Adular
ObjectType.DeerBaby.Desc  =  Los cervatillos permanecen escondidos en la hierba hasta que son lo suficientemente fuertes para caminar con su madre.
ObjectType.Depot3x3  =  deposito 5x5
ObjectType.Depot3x3.Desc  =  Los almacenes automatizados se pueden utilizar para almacenar y distribuir mercancías.
ObjectType.DroneFactory  =  fábrica de drones
ObjectType.DroneFactory.Desc  =  Este taller contiene toda la maquinaria especializada necesaria para la construcción de drones.
ObjectType.DroneUnit  =  Zumbido
ObjectType.DroneUnit.Desc  =  El último avance tecnológico, un portaequipajes rápido y ultraligero.
ObjectType.ElementalExtractor  =  Extractor elemental
ObjectType.Ermine.Desc  =  Este sigiloso animalito tiene pelaje blanco para camuflarse en la nieve.
ObjectType.FallenBlackSpruce  =  abeto negro
ObjectType.FallenBlackSpruce.Desc  =  Este árbol parece haber sucumbido a una intensa tormenta de nieve.
ObjectType.Floor_Ice_Fertile  =  Tierra fértil
ObjectType.Floor_Ice_Fertile.Desc  =  Es un verdadero milagro que la vida pueda desarrollarse en un clima tan duro.
ObjectType.Floor_Ice_Lake  =  lago glacial
ObjectType.Floor_Ice_Lake.Desc  =  La nieve parece durar para siempre en este lugar.
ObjectType.Floor_Ice_Main  =  suelo helado
ObjectType.Floor_Ice_Main.Desc  =  Puedes escuchar el suelo crujir cuando caminas sobre él.
ObjectType.Floor_Ice_Tundra  =  Tundra
ObjectType.Floor_Ice_Tundra.Desc  =  El suelo de la tundra está profundamente helado, por lo que solo pueden crecer plantas pequeñas.
ObjectType.Fountain  =  Fuente
ObjectType.Fox.Desc  =  Se dice que crea chispas que incendian el cielo cuando su pelaje toca la nieve.
ObjectType.FrozenFern  =  helecho helado
ObjectType.FrozenFern.Desc  =  Los helechos ya existían en la era Devónica, hace unos 360 millones de años.
ObjectType.FrozenGrass  =  Hierbas heladas
ObjectType.FrozenGrass.Desc  =  Como congeladas en el tiempo, estas hierbas seguramente han estado ahí por muchos años.
ObjectType.FrozenWillow  =  Sauce
ObjectType.FrozenWillow.Desc  =  El nombre latino del sauce, Salix, proviene de las lenguas celtas sal y lis, que significan "cerca del agua".
ObjectType.HealingRobot.Desc  = Todos sus poderes curativos parecen provenir de su extraño bastón.
ObjectType.Hoopoe  =  Abubilla
ObjectType.Hoopoe.Desc  =  La abubilla tiene un vuelo ondulado que recuerda a una mariposa.
ObjectType.HorseStationDepot3x3  =  Estación de caballos
ObjectType.HorseStationDepot3x3.Desc  =  Estación utilizada por carruajes para el transporte de mercancías. Acompañado por un caballo!
ObjectType.HouseTier4  =  Casa moderna
ObjectType.IceGeode  =  geoda de hielo
ObjectType.IceGeode.Desc  =  Debajo de esta capa de escarcha, se pueden distinguir preciosos minerales iridiscentes.
ObjectType.IceLog  =  registro congelado
ObjectType.IceLog.Desc  =  Este tronco fue una vez un sauce orgulloso sobre sus pies.
ObjectType.IceRock  =  roca de hielo
ObjectType.IceRock.Desc  =  Una roca masiva incrustada en el hielo.
ObjectType.MiniGolf  =  Rincón de minigolf
ObjectType.Moose  =  Impulso
ObjectType.Moose.Desc  =  El alce prefiere un estilo de vida solitario. Se alimenta de vegetación acuática por el sodio que contiene.
ObjectType.MossCampion  =  Campión de musgo
ObjectType.MossCampion.Desc  =  Esta flor silvestre se llama planta de brújula porque sus flores aparecen por primera vez al sur de un lugar.
ObjectType.NootkaLupine  =  Lupinus nootkatensis
ObjectType.NootkaLupine.Desc  =  Las brillantes flores de color azul violeta de esta planta le dan al paisaje un aspecto surrealista.
ObjectType.Penguin.Desc  =  Los pingüinos son aves muy sociales, por lo que siempre se encuentran en grandes grupos.
ObjectType.PenguinBaby.Desc  =  Los pequeños pingüinos se refugian bajo el plumaje de sus padres para resistir las heladas.
ObjectType.PolarBear.Desc  =  Aunque cubre grandes distancias en tierra, el oso polar se clasifica como un mamífero marino.
ObjectType.RangedCombatRobot2.Desc  =  A pesar de su apariencia arcaica, este robot es muy poderoso.
ObjectType.Reindeer.Desc  =  PueTransportadora hasta 70 km/h y superar a un velocista olímpico de un día.
ObjectType.ReindeerMilk  =  leche de reno
ObjectType.ReindeerMilk.Desc  =  Aunque es poco común, la leche de reno contiene más calorías y menos lactosa que la leche de vaca.
ObjectType.Robin  =  Robin
ObjectType.Robin.Desc  =  Los petirrojos juveniles son completamente marrones con plumas anaranjadas que crecen en sus pechos.
ObjectType.Seal.Desc  = Este pinnípedo puede dormir bajo el agua cerrando sus fosas nasales para evitar ahogarse.
ObjectType.SealBaby  =  Cría de foca
ObjectType.SealBaby.Desc  =  Su cuerpo en forma de barril es una adaptación a su estilo de vida como buceador y nadador.
ObjectType.SiberianTit  =  Gran carbonero gris
ObjectType.SiberianTit.Desc  =  Esta especie vive en bosques de coníferas boreales. No parece migrar.
ObjectType.SlotMachine  =  Maquina de Monedas
ObjectType.SnowMonkey  =  macaco de nieve
ObjectType.SnowMonkey.Desc  =  Estos primates han evolucionado para vivir en ambientes muy fríos.
ObjectType.SnowPiercer  =  campanillas de invierno
ObjectType.SnowPiercer.Desc  =  Esta pequeña planta bulbosa es una de las primeras flores que emergen del suelo a principios de la primavera.
ObjectType.SnowshoeRabbit  =  liebre de patas blancas
ObjectType.SteelBlank  =  calado de acero
ObjectType.SteelBlank.Desc  =  Un material particularmente robusto para la fabricación de herramientas.
ObjectType.Walrus.Desc  =  Sus poderosos colmillos pueden alcanzar hasta 1 metro.
Recommendation.BuildingMaterials1  =  Descargar recursos de nivel 1
Recommendation.BuildingMaterials2  =  Descargar recursos de nivel 2
Recommendation.BuildingMaterials3  =  Descargar recursos de nivel 3
Scenario.TutorialShippingPortLogistics  =  Tutorial: Envío y logística
Scenario.TutorialShippingPortLogistics.Desc  =  Combine el puerto de envío con el sistema de logística para importar mercancías automáticamente.
Settings.CursorLock  =  Bloqueo de cursor
Settings.CursorLock.Desc  =  Bloquea el cursor en la ventana del juego.
